Start time,End time,Dataset,Augmentation technique,Dataset Reduction (r),Experiment #,Training Epochs,Test loss,Test accuracy
2017-02-07 07:19:05.772302,2017-02-07 07:23:37.732109,TREC,No Augmentation,0.6575773191777937,4,470,2.00124454498,50.8474588394
2017-02-07 07:23:37.732232,2017-02-07 07:29:15.660211,TREC,No Augmentation,0.7212463990471711,4,549,1.98114216328,51.1149227619
2017-02-07 07:29:15.660334,2017-02-07 07:35:31.838966,TREC,No Augmentation,0.7958800173440752,4,562,1.76221728325,52.721619606
2017-02-07 07:35:31.839094,2017-02-07 07:42:53.816963,TREC,No Augmentation,0.8860566476931633,4,537,1.70512723923,56.9832384586
2017-02-07 07:42:53.817085,2017-02-07 07:50:45.714057,TREC,No Augmentation,1.0,4,533,1.68139588833,60.2722764015
2017-02-07 07:50:45.714174,2017-02-07 07:51:20.224686,TREC,No Augmentation,0.01322826573375524,5,141,3.88549780846,0.0
2017-02-07 07:51:20.224786,2017-02-07 07:51:35.426971,TREC,No Augmentation,0.026872146400301333,5,79,3.48184204102,13.6363640428
2017-02-07 07:51:35.427067,2017-02-07 07:52:39.149408,TREC,No Augmentation,0.04095860767890647,5,279,3.15331220627,20.5882355571
2017-02-07 07:52:39.149512,2017-02-07 07:54:27.369393,TREC,No Augmentation,0.05551732784983132,5,491,2.73909902573,28.8888901472
2017-02-07 07:54:27.369494,2017-02-07 07:56:11.320286,TREC,No Augmentation,0.07058107428570726,5,520,2.81029009819,33.3333343267
2017-02-07 07:56:11.320380,2017-02-07 07:56:39.822097,TREC,No Augmentation,0.08618614761628329,5,87,3.26733827591,5.71428574622
2017-02-07 07:56:39.822195,2017-02-07 07:59:00.847892,TREC,No Augmentation,0.10237290870955862,5,674,2.72446942329,38.5542154312
2017-02-07 07:59:00.847994,2017-02-07 08:01:17.043120,TREC,No Augmentation,0.11918640771920863,5,542,2.52860999107,40.2061849833
2017-02-07 08:01:17.043210,2017-02-07 08:04:00.786886,TREC,No Augmentation,0.1366771398795441,5,746,2.93256545067,27.927929163
2017-02-07 08:04:00.786981,2017-02-07 08:06:12.314377,TREC,No Augmentation,0.1549019599857432,5,587,2.59799861908,40.4761910439
2017-02-07 08:06:12.314473,2017-02-07 08:08:37.193333,TREC,No Augmentation,0.17392519729917355,5,548,2.71247696877,36.8794322014
2017-02-07 08:08:37.193431,2017-02-07 08:11:12.067117,TREC,No Augmentation,0.19382002601611292,5,627,2.2259683609,41.4012730122
2017-02-07 08:11:12.067208,2017-02-07 08:14:28.679780,TREC,No Augmentation,0.21467016498923297,5,704,2.12853097916,41.3793116808
